ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading
2016-06-21T04:00:01Z,1466481601,101,41.5209388,46.3591192,1997.91,0,0.4,168.9,555878.19,171230.72,162.7
2016-06-21T04:00:02Z,1466481602,101,41.5214893,46.3571823,1996.95,0,0.5,168.9,555943.88,171020.22,162.7
2016-06-21T04:00:03Z,1466481603,101,41.5220425,46.3552355,1996.19,0,0.6,168.9,556009.81,170808.62,162.7
2016-06-21T04:00:04Z,1466481604,101,41.5225989,46.3532778,1995.8,0,0.7,168.9,556076.19,170595.86,162.7
2016-06-21T04:00:05Z,1466481605,101,41.5231501,46.3513377,1995.76,0.1,0.7,168.9,556141.94,170385.03,162.7
2016-06-21T04:00:06Z,1466481606,101,41.5237067,46.3493779,1995.99,0.2,0.8,168.9,556208.31,170172.02,162.7
2016-06-21T04:00:07Z,1466481607,101,41.5242598,46.3474281,1996.37,0.3,0.8,168.9,556274.38,169960.11,162.7
2016-06-21T04:00:08Z,1466481608,101,41.5248118,46.3454802,1996.83,0.3,0.8,169,556340.25,169748.39,162.7
2016-06-21T04:00:09Z,1466481609,101,41.5253642,46.3435262,1997.3,6.4,0.8,169.1,556406.25,169536.02,162.8
2016-06-21T04:00:10Z,1466481610,101,41.5259022,46.3415769,1997.76,10.7,0.8,169.4,556471.12,169324.03,163.2
2016-06-21T04:00:11Z,1466481611,101,41.5264188,46.3396159,1998.19,12.6,0.8,170,556534.44,169110.56,163.7
2016-06-21T04:00:12Z,1466481612,101,41.5269077,46.3376524,1998.57,12.1,0.8,170.6,556595.69,168896.61,164.3
2016-06-21T04:00:13Z,1466481613,101,41.5273682,46.335694,1998.89,10.9,0.7,171.1,556654.75,168682.95,164.8
2016-06-21T04:00:14Z,1466481614,101,41.5278069,46.3337238,1999.14,9.7,0.7,171.5,556712.19,168467.83,165.2
2016-06-21T04:00:15Z,1466481615,101,41.5282208,46.3317628,1999.33,11.7,0.7,172,556767.69,168253.5,165.7
2016-06-21T04:00:16Z,1466481616,101,41.5286114,46.3297905,1999.48,11,0.7,172.5,556821.5,168037.75,166.3
2016-06-21T04:00:17Z,1466481617,101,41.5289788,46.3278106,1999.6,9.8,0.7,173,556873.62,167820.94,166.8
2016-06-21T04:00:18Z,1466481618,101,41.5293231,46.325836,1999.69,8.4,0.7,173.3,556923.88,167604.53,167.1
2016-06-21T04:00:19Z,1466481619,101,41.5296502,46.3238529,1999.75,6.9,0.7,173.7,556972.94,167387.05,167.4
2016-06-21T04:00:20Z,1466481620,101,41.5299592,46.3218761,1999.79,13,0.7,174.1,557020.5,167170.08,167.9
2016-06-21T04:00:21Z,1466481621,101,41.5302408,46.3199023,1999.85,14.1,0.7,174.7,557066,166953.25,168.5
2016-06-21T04:00:22Z,1466481622,101,41.5304912,46.3179249,1999.9,14.1,0.7,175.4,557109.06,166735.75,169.1
2016-06-21T04:00:23Z,1466481623,101,41.530711,46.3159401,1999.95,12.7,0.7,176,557149.88,166517.16,169.7
2016-06-21T04:00:24Z,1466481624,101,41.530902,46.3139576,1999.97,10.7,0.7,176.5,557188.44,166298.59,170.3
2016-06-21T04:00:25Z,1466481625,101,41.5310697,46.3119657,1999.98,12.8,0.7,176.9,557225.38,166078.8,170.7
2016-06-21T04:00:26Z,1466481626,101,41.5312038,46.3099794,2000,24.8,0.9,177.9,557259.56,165859.33,171.7
2016-06-21T04:00:27Z,1466481627,101,41.5312808,46.3079895,2000.11,27.7,0.9,179.2,557289.5,165638.98,172.9
2016-06-21T04:00:28Z,1466481628,101,41.5312924,46.3059993,2000.23,26.7,0.9,180.5,557314.38,165418.08,174.2
2016-06-21T04:00:29Z,1466481629,101,41.5312406,46.3040109,2000.33,25.5,0.9,181.7,557334.31,165196.83,175.5
2016-06-21T04:00:30Z,1466481630,101,41.5311287,46.3020254,2000.37,25.9,0.9,182.9,557349.62,164975.41,176.7
2016-06-21T04:00:31Z,1466481631,101,41.5309561,46.3000438,2000.4,25.4,0.8,184.1,557360.19,164753.91,177.9
2016-06-21T04:00:32Z,1466481632,101,41.530723,46.2980603,2000.4,22.9,0.8,185.2,557366.12,164531.69,179
2016-06-21T04:00:33Z,1466481633,101,41.5304372,46.2960813,2000.36,19.6,0.7,186.2,557368,164309.52,180
2016-06-21T04:00:34Z,1466481634,101,41.5301063,46.2941022,2000.29,16.2,0.7,187,557366.31,164086.98,180.8
2016-06-21T04:00:35Z,1466481635,101,41.5297378,46.292122,2000.19,13.1,0.7,187.7,557361.81,163864,181.5
2016-06-21T04:00:36Z,1466481636,101,41.5293429,46.2901613,2000.09,10.1,0.6,188.3,557355,163642.97,182
2016-06-21T04:00:37Z,1466481637,101,41.5288778,46.2881942,1999.43,8.8,0.4,190.2,557342.88,163420.64,184
2016-06-21T04:00:38Z,1466481638,101,41.5283642,46.2862335,1998.51,3.2,0.5,190.3,557327,163198.61,184.1
2016-06-21T04:00:39Z,1466481639,101,41.5278513,46.2842701,1997.96,1.4,0.6,190.3,557311.12,162976.3,184.1
2016-06-21T04:00:40Z,1466481640,101,41.527343,46.2823249,1997.72,0.2,0.7,190.3,557295.38,162756.03,184.1
2016-06-21T04:00:41Z,1466481641,101,41.5268346,46.2803724,1997.7,2.2,0.7,190.2,557279.69,162534.95,184
2016-06-21T04:00:42Z,1466481642,101,41.5263149,46.2784054,1997.86,14,0.8,190.7,557263.38,162312.19,184.5
2016-06-21T04:00:43Z,1466481643,101,41.5257693,46.276463,1998.11,18.6,0.8,191.5,557244.75,162091.92,185.2
2016-06-21T04:00:44Z,1466481644,101,41.5251779,46.2745072,1998.42,18.2,0.8,192.3,557222.69,161869.8,186
2016-06-21T04:00:45Z,1466481645,101,41.5245495,46.2725684,1998.73,16.7,0.8,193.1,557197.69,161649.25,186.9
2016-06-21T04:00:46Z,1466481646,101,41.5238813,46.2706266,1998.99,14.7,0.8,193.8,557169.56,161428.03,187.6
2016-06-21T04:00:47Z,1466481647,101,41.5231863,46.2687048,1999.19,15.6,0.7,194.4,557139.12,161208.81,188.2
2016-06-21T04:00:48Z,1466481648,101,41.5224548,46.2667853,1999.37,19.3,0.8,195.3,557105.88,160989.55,189.1
2016-06-21T04:00:49Z,1466481649,101,41.5216769,46.2648636,1999.53,19.2,0.8,196.2,557069.06,160769.64,189.9
