ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Pilot,Group,Country
2016-06-21T04:00:01Z,1466481601,101,42.2434543,42.3550997,1997.91,0,0.4,337.2,662032,-267334.53,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:02Z,1466481602,101,42.2424256,42.3569137,1996.96,0,0.5,337.2,661925.06,-267142.19,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:03Z,1466481603,101,42.2413886,42.3587424,1996.19,0,0.6,337.2,661817.31,-266948.28,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:04Z,1466481604,101,42.2403542,42.3605662,1995.8,0,0.7,337.2,661709.81,-266754.88,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:05Z,1466481605,101,42.239312,42.3624038,1995.76,0,0.7,337.2,661601.44,-266560.03,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:06Z,1466481606,101,42.2382759,42.3642305,1995.98,0,0.8,337.2,661493.81,-266366.34,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:07Z,1466481607,101,42.2372374,42.3660614,1996.37,0,0.8,337.2,661385.88,-266172.19,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:08Z,1466481608,101,42.2361939,42.3679009,1996.83,0,0.8,337.2,661277.44,-265977.12,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:09Z,1466481609,101,42.2351581,42.3697268,1997.3,0,0.8,337.2,661169.81,-265783.53,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:10Z,1466481610,101,42.2341144,42.3715666,1997.75,0,0.7,337.2,661061.38,-265588.44,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:11Z,1466481611,101,42.2330814,42.3733874,1998.15,0,0.7,337.2,660954.06,-265395.34,330.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
