ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Pilot,Group,Country
2016-06-21T04:00:01Z,1466481601,101,42.2471294,42.3538223,1997.91,0,0.4,73.2,662350.62,-267443.31,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:02Z,1466481602,101,42.249676,42.354395,1996.95,0,0.5,73.2,662553.56,-267356.59,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:03Z,1466481603,101,42.2522152,42.3549659,1996.19,0,0.6,73.2,662756,-267270.16,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:04Z,1466481604,101,42.2547779,42.3555421,1995.8,0,0.7,73.2,662960.25,-267182.94,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:05Z,1466481605,101,42.2573382,42.3561177,1995.77,0,0.7,73.2,663164.31,-267095.75,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:06Z,1466481606,101,42.2599106,42.356696,1995.98,0,0.8,73.2,663369.31,-267008.16,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:07Z,1466481607,101,42.2624766,42.3572727,1996.37,0,0.8,73.2,663573.88,-266920.84,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:08Z,1466481608,101,42.265045,42.3578499,1996.83,0,0.8,73.2,663778.56,-266833.38,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:09Z,1466481609,101,42.2676153,42.3584274,1997.3,0,0.8,73.2,663983.44,-266745.91,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:10Z,1466481610,101,42.2701749,42.3590024,1997.75,0,0.7,73.2,664187.44,-266658.78,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:11Z,1466481611,101,42.2727375,42.3595782,1998.15,0,0.7,73.2,664391.69,-266571.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:12Z,1466481612,101,42.2753074,42.3601554,1998.51,0,0.7,73.2,664596.44,-266484.06,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:13Z,1466481613,101,42.2778485,42.3607262,1998.8,0,0.7,73.2,664799,-266397.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:14Z,1466481614,101,42.2804237,42.3613044,1999.05,0,0.7,73.2,665004.19,-266309.88,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:15Z,1466481615,101,42.282985,42.3618795,1999.24,0,0.7,73.2,665208.31,-266222.72,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:16Z,1466481616,101,42.2855569,42.3624569,1999.4,0,0.7,73.2,665413.25,-266135.16,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:17Z,1466481617,101,42.2881113,42.3630303,1999.53,0,0.7,73.2,665616.88,-266048.22,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:18Z,1466481618,101,42.2906873,42.3636085,1999.63,0,0.7,73.2,665822.12,-265960.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:19Z,1466481619,101,42.2932498,42.3641836,1999.71,0,0.7,73.2,666026.31,-265873.31,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:20Z,1466481620,101,42.2958019,42.3647562,1999.78,0,0.6,73.2,666229.69,-265786.44,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:21Z,1466481621,101,42.2983732,42.3653331,1999.83,0,0.6,73.2,666434.56,-265698.94,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:22Z,1466481622,101,42.3009403,42.3659091,1999.86,0,0.6,73.2,666639.19,-265611.56,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:23Z,1466481623,101,42.3034925,42.3664815,1999.89,0,0.6,73.2,666842.5,-265524.69,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:24Z,1466481624,101,42.306078,42.3670614,1999.92,0,0.6,73.2,667048.5,-265436.72,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:25Z,1466481625,101,42.3086304,42.3676338,1999.93,0,0.6,73.2,667251.94,-265349.81,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:26Z,1466481626,101,42.3111954,42.3682089,1999.95,0,0.6,73.2,667456.31,-265262.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:27Z,1466481627,101,42.3137679,42.3687857,1999.96,0,0.6,73.2,667661.31,-265175,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:28Z,1466481628,101,42.3163283,42.3693597,1999.97,0,0.6,73.2,667865.31,-265087.84,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:29Z,1466481629,101,42.3188892,42.3699337,1999.97,0,0.6,73.2,668069.31,-265000.69,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:30Z,1466481630,101,42.3214647,42.370511,1999.98,0,0.6,73.2,668274.5,-264913.03,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:31Z,1466481631,101,42.3240232,42.3710842,1999.98,0,0.6,73.2,668478.38,-264826,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:32Z,1466481632,101,42.3265881,42.371659,1999.99,0,0.6,73.2,668682.75,-264738.69,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:33Z,1466481633,101,42.3291522,42.3722334,1999.99,0,0.6,73.2,668887,-264651.44,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:34Z,1466481634,101,42.3317062,42.3728055,1999.99,0,0.6,73.3,669090.5,-264564.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:35Z,1466481635,101,42.3342773,42.3733813,1999.99,0,0.6,73.3,669295.31,-264477.06,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:36Z,1466481636,101,42.336839,42.373955,1999.99,0,0.6,73.3,669499.44,-264389.88,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:37Z,1466481637,101,42.3394042,42.3745294,2000,0,0.6,73.3,669703.81,-264302.59,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:38Z,1466481638,101,42.3419826,42.3751067,2000,0,0.6,73.3,669909.19,-264214.84,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:39Z,1466481639,101,42.3445534,42.3756823,2000,0,0.6,73.3,670114,-264127.38,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:40Z,1466481640,101,42.3471,42.3762523,2000,0,0.6,73.3,670316.88,-264040.72,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:41Z,1466481641,101,42.3496755,42.3768287,2000,0,0.6,73.3,670522,-263953.09,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:42Z,1466481642,101,42.3522347,42.3774014,2000,0,0.6,73.3,670725.94,-263866.03,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:43Z,1466481643,101,42.3548115,42.377978,2000,0,0.6,73.3,670931.19,-263778.34,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:44Z,1466481644,101,42.3573627,42.3785487,2000,0,0.6,73.3,671134.38,-263691.53,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:45Z,1466481645,101,42.359939,42.3791251,2000,0,0.6,73.3,671339.62,-263603.91,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:46Z,1466481646,101,42.3624975,42.3796973,2000,0,0.6,73.3,671543.44,-263516.84,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:47Z,1466481647,101,42.3650736,42.3802734,2000,0,0.6,73.3,671748.62,-263429.19,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:48Z,1466481648,101,42.3676291,42.3808448,2000,0,0.6,73.3,671952.19,-263342.25,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:49Z,1466481649,101,42.3702055,42.3814209,2000,0,0.6,73.3,672157.44,-263254.59,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:50Z,1466481650,101,42.3727705,42.3819944,2000,0,0.6,73.3,672361.69,-263167.31,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:51Z,1466481651,101,42.3753388,42.3825685,2000,0,0.6,73.3,672566.25,-263079.94,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:52Z,1466481652,101,42.377896,42.38314,2000,0,0.6,73.3,672769.94,-262992.97,66.9,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
