ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Pilot,Group,Country
2016-06-21T04:00:01Z,1466481601,101,42.2463835,42.3547039,1997.91,0,0.4,43.4,662278.31,-267352.06,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:02Z,1466481602,101,42.2482188,42.3561459,1996.95,0,0.5,43.4,662412.12,-267175.16,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:03Z,1466481603,101,42.2500426,42.3575787,1996.18,0,0.6,43.4,662544.94,-266999.38,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:04Z,1466481604,101,42.2518777,42.3590204,1995.8,0,0.7,43.4,662678.69,-266822.53,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:05Z,1466481605,101,42.2537143,42.360463,1995.76,0,0.7,43.4,662812.5,-266645.53,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:06Z,1466481606,101,42.2555636,42.3619156,1995.99,0,0.8,43.4,662947.25,-266467.31,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:07Z,1466481607,101,42.2574074,42.3633637,1996.38,0,0.8,43.4,663081.56,-266289.66,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:08Z,1466481608,101,42.2592386,42.3648018,1996.83,0,0.8,43.4,663214.94,-266113.22,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:09Z,1466481609,101,42.2610779,42.3662462,1997.3,0,0.8,43.4,663348.94,-265935.97,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:10Z,1466481610,101,42.2629116,42.3676861,1997.75,0,0.7,43.4,663482.5,-265759.28,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:11Z,1466481611,101,42.264757,42.369135,1998.16,0,0.7,43.4,663616.88,-265581.5,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:12Z,1466481612,101,42.2665957,42.3705786,1998.51,0,0.7,43.4,663750.81,-265404.38,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:13Z,1466481613,101,42.2684381,42.372025,1998.8,0,0.7,43.4,663885,-265226.88,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:14Z,1466481614,101,42.270269,42.3734624,1999.05,0,0.7,43.4,664018.38,-265050.5,37.1,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
