ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading
2016-06-21T04:00:01Z,1466481601,101,42.2428549,42.3516237,1997.91,0,0.4,217.4,662024.94,-267726.34,211.1
2016-06-21T04:00:02Z,1466481602,101,42.2412383,42.3500535,1996.95,0,0.5,217.4,661910.81,-267915.53,211.1
2016-06-21T04:00:03Z,1466481603,101,42.2396291,42.3484903,1996.19,0,0.6,217.4,661797.12,-268103.84,211.1
2016-06-21T04:00:04Z,1466481604,101,42.2380001,42.3469077,1995.8,0,0.7,217.4,661682.06,-268294.47,211.1
2016-06-21T04:00:05Z,1466481605,101,42.2363753,42.345329,1995.77,0,0.7,217.4,661567.38,-268484.66,211.1
2016-06-21T04:00:06Z,1466481606,101,42.2347444,42.3437444,1995.99,0,0.8,217.4,661452.12,-268675.53,211.1
2016-06-21T04:00:07Z,1466481607,101,42.2331177,42.3421638,1996.37,0,0.8,217.4,661337.25,-268865.94,211.1
2016-06-21T04:00:08Z,1466481608,101,42.2315032,42.3405949,1996.82,0,0.8,217.4,661223.19,-269054.91,211.1
2016-06-21T04:00:09Z,1466481609,101,42.2298684,42.3390061,1997.3,0,0.8,217.4,661107.69,-269246.28,211.1
2016-06-21T04:00:10Z,1466481610,101,42.2282441,42.3374274,1997.75,0,0.7,217.4,660992.94,-269436.44,211.1
2016-06-21T04:00:11Z,1466481611,101,42.2266248,42.3358535,1998.16,0,0.7,217.4,660878.56,-269626,211.1
2016-06-21T04:00:12Z,1466481612,101,42.2250013,42.3342753,1998.51,0,0.7,217.4,660763.81,-269816.09,211.1
2016-06-21T04:00:13Z,1466481613,101,42.2233682,42.3326878,1998.8,0,0.7,217.4,660648.44,-270007.31,211.1
2016-06-21T04:00:14Z,1466481614,101,42.2217478,42.3311124,1999.04,0,0.7,217.4,660533.94,-270197.03,211.1
2016-06-21T04:00:15Z,1466481615,101,42.2201225,42.3295322,1999.25,0,0.7,217.4,660419.06,-270387.34,211.1
2016-06-21T04:00:16Z,1466481616,101,42.21849,42.3279449,1999.41,0,0.7,217.4,660303.69,-270578.53,211.1
2016-06-21T04:00:17Z,1466481617,101,42.2168716,42.3263711,1999.53,0,0.7,217.4,660189.31,-270768.06,211.1
2016-06-21T04:00:18Z,1466481618,101,42.2152433,42.3247876,1999.63,0,0.7,217.4,660074.25,-270958.75,211.1
2016-06-21T04:00:19Z,1466481619,101,42.2136296,42.3232183,1999.71,0,0.7,217.4,659960.19,-271147.75,211.1
2016-06-21T04:00:20Z,1466481620,101,42.2119944,42.3216278,1999.78,0,0.6,217.4,659844.56,-271339.28,211.1
2016-06-21T04:00:21Z,1466481621,101,42.2103785,42.3200561,1999.82,0,0.6,217.4,659730.38,-271528.56,211.1
2016-06-21T04:00:22Z,1466481622,101,42.2087564,42.3184782,1999.86,0,0.6,217.4,659615.69,-271718.56,211.1
