ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Pilot,Group,Country
2016-06-21T04:00:01Z,1466481601,101,42.2472354,42.3533541,1997.91,0,0.4,86.6,662365.06,-267494.38,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:02Z,1466481602,101,42.2499029,42.3534721,1996.95,0,0.5,86.6,662583.56,-267457.16,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:03Z,1466481603,101,42.2525543,42.3535893,1996.19,0,0.6,86.6,662800.75,-267420.09,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:04Z,1466481604,101,42.2552252,42.3537074,1995.8,0,0.7,86.7,663019.5,-267382.81,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:05Z,1466481605,101,42.2579034,42.3538257,1995.76,0,0.7,86.7,663238.88,-267345.44,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:06Z,1466481606,101,42.2605673,42.3539433,1995.98,0,0.8,86.7,663457.06,-267308.25,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:07Z,1466481607,101,42.2632379,42.3540611,1996.36,0,0.8,86.7,663675.81,-267270.94,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:08Z,1466481608,101,42.2659196,42.3541792,1996.83,0,0.8,86.7,663895.5,-267233.5,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:09Z,1466481609,101,42.2685994,42.3542973,1997.3,0,0.8,86.7,664115,-267196.09,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:10Z,1466481610,101,42.2712639,42.3544147,1997.75,0,0.7,86.7,664333.31,-267158.88,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:11Z,1466481611,101,42.2739474,42.3545329,1998.15,0,0.7,86.7,664553.06,-267121.41,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:12Z,1466481612,101,42.2766155,42.3546502,1998.5,0,0.7,86.7,664771.62,-267084.16,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:13Z,1466481613,101,42.2793007,42.3547683,1998.8,0,0.7,86.7,664991.62,-267046.66,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:14Z,1466481614,101,42.2819711,42.3548857,1999.05,0,0.7,86.7,665210.31,-267009.38,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:15Z,1466481615,101,42.2846548,42.3550035,1999.24,0,0.7,86.7,665430.19,-266971.91,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:16Z,1466481616,101,42.2873149,42.3551202,1999.41,0,0.7,86.7,665648.06,-266934.75,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:17Z,1466481617,101,42.2899922,42.3552377,1999.53,0,0.7,86.7,665867.38,-266897.38,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:18Z,1466481618,101,42.2926726,42.3553553,1999.63,0,0.7,86.7,666086.94,-266859.97,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:19Z,1466481619,101,42.2953353,42.355472,1999.71,0,0.7,86.7,666305.06,-266822.78,80.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
