ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading,Type,Color,Coalition,Name,Pilot,Group,Country
2016-06-21T04:00:01Z,1466481601,101,42.2472386,42.3532144,1997.91,0,0.4,90.6,662367,-267509.88,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:02Z,1466481602,101,42.2499034,42.3531955,1996.94,0,0.5,90.6,662586.94,-267487.88,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:03Z,1466481603,101,42.2525652,42.3531767,1996.19,0,0.6,90.6,662806.69,-267465.91,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:04Z,1466481604,101,42.2552441,42.3531576,1995.8,0,0.7,90.6,663027.81,-267443.78,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:05Z,1466481605,101,42.2579237,42.3531384,1995.77,0,0.7,90.6,663248.94,-267421.66,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:06Z,1466481606,101,42.2605945,42.3531192,1995.99,0,0.8,90.6,663469.44,-267399.59,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:07Z,1466481607,101,42.2632887,42.3530998,1996.37,0,0.8,90.6,663691.81,-267377.34,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:08Z,1466481608,101,42.2659542,42.3530806,1996.82,0,0.8,90.6,663911.81,-267355.31,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:09Z,1466481609,101,42.2686338,42.3530612,1997.3,0,0.8,90.6,664133,-267333.19,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:10Z,1466481610,101,42.271312,42.3530417,1997.75,0,0.7,90.6,664354.06,-267311.09,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:11Z,1466481611,101,42.2739974,42.3530221,1998.16,0,0.7,90.6,664575.69,-267288.91,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:12Z,1466481612,101,42.276669,42.3530026,1998.5,0,0.7,90.6,664796.25,-267266.84,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:13Z,1466481613,101,42.2793477,42.3529829,1998.8,0,0.7,90.6,665017.38,-267244.72,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:14Z,1466481614,101,42.2820253,42.3529632,1999.05,0,0.7,90.6,665238.38,-267222.59,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:15Z,1466481615,101,42.2847049,42.3529434,1999.24,0,0.7,90.6,665459.56,-267200.47,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:16Z,1466481616,101,42.2873798,42.3529236,1999.4,0,0.7,90.6,665680.31,-267178.38,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:17Z,1466481617,101,42.2900587,42.3529037,1999.53,0,0.7,90.6,665901.44,-267156.22,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:18Z,1466481618,101,42.2927592,42.3528835,1999.63,0,0.7,90.6,666124.38,-267133.94,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:19Z,1466481619,101,42.2954238,42.3528636,1999.71,0,0.7,90.6,666344.38,-267111.94,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:20Z,1466481620,101,42.2980943,42.3528435,1999.78,0,0.6,90.6,666564.75,-267089.88,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:21Z,1466481621,101,42.3007725,42.3528234,1999.82,0,0.6,90.6,666785.88,-267067.75,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
2016-06-21T04:00:22Z,1466481622,101,42.3034575,42.3528031,1999.86,0,0.6,90.6,667007.5,-267045.56,84.3,Air+FixedWing,Red,Allies,MiG-21Bis,固定翼-1-1,固定翼-1,us
