ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading
2016-06-21T04:00:01Z,1466481601,101,41.6322041,44.5971637,918.79,0,1.1,33.2,585615.12,-23536.51,27
2016-06-21T04:00:02Z,1466481602,101,41.6337134,44.5988159,921.19,0.6,2.1,33.2,585715.38,-23340.19,27
2016-06-21T04:00:03Z,1466481603,101,41.6352278,44.6004666,927.16,8.2,3.5,33.5,585816,-23143.99,27.3
2016-06-21T04:00:04Z,1466481604,101,41.6367702,44.6021172,937.65,9.7,4.4,34.1,585918.88,-22947.56,27.9
2016-06-21T04:00:05Z,1466481605,101,41.638335,44.6037563,951.62,9.3,4.7,34.7,586023.69,-22752.23,28.5
2016-06-21T04:00:06Z,1466481606,101,41.6399244,44.6053894,967.91,8.5,5.6,35.1,586130.44,-22557.35,29
2016-06-21T04:00:07Z,1466481607,101,41.6415214,44.6070008,987.03,7,6.1,35.6,586238.06,-22364.8,29.4
2016-06-21T04:00:08Z,1466481608,101,41.6431318,44.608603,1008.05,5.5,6.1,35.9,586346.88,-22173.17,29.7
2016-06-21T04:00:09Z,1466481609,101,41.6447443,44.6101923,1029.35,4.3,5.8,36.1,586456,-21982.95,29.9
2016-06-21T04:00:10Z,1466481610,101,41.6463776,44.6117856,1050.93,1.7,6.7,36.4,586566.69,-21792.12,30.3
2016-06-21T04:00:11Z,1466481611,101,41.6480154,44.6133733,1074.17,0.7,6.7,36.4,586677.88,-21601.85,30.3
2016-06-21T04:00:12Z,1466481612,101,41.6496533,44.6149614,1097.73,-0.3,6.3,36.4,586789,-21411.54,30.3
2016-06-21T04:00:13Z,1466481613,101,41.6512877,44.6165479,1120.32,-1.3,6.4,36.4,586899.81,-21221.43,30.2
2016-06-21T04:00:14Z,1466481614,101,41.6529196,44.6181322,1143.02,5,6.6,36.5,587010.44,-21031.59,30.3
2016-06-21T04:00:15Z,1466481615,101,41.654565,44.6197164,1166.21,7.2,6.4,36.8,587122.25,-20841.65,30.6
2016-06-21T04:00:16Z,1466481616,101,41.6562248,44.6212979,1188.89,7.3,6,37,587235.12,-20651.87,30.9
2016-06-21T04:00:17Z,1466481617,101,41.6578941,44.6228722,1210.06,7.1,5.4,37.4,587348.88,-20462.81,31.2
2016-06-21T04:00:18Z,1466481618,101,41.6595973,44.6244285,1229.39,5.7,5.4,38.5,587465.5,-20275.46,32.4
2016-06-21T04:00:19Z,1466481619,101,41.6613189,44.6259762,1248.5,2.5,5.5,38.5,587583.69,-20088.93,32.3
2016-06-21T04:00:20Z,1466481620,101,41.6630393,44.6275236,1267.81,1,5.4,38.5,587701.81,-19902.41,32.3
2016-06-21T04:00:21Z,1466481621,101,41.6647569,44.6290681,1286.69,0,5.1,38.5,587819.69,-19716.24,32.4
2016-06-21T04:00:22Z,1466481622,101,41.6664864,44.6306238,1304.62,-2.6,4.9,38.5,587938.38,-19528.72,32.3
2016-06-21T04:00:23Z,1466481623,101,41.6682032,44.632175,1322.08,-5.7,5.3,38.2,588056.12,-19341.8,32.1
2016-06-21T04:00:24Z,1466481624,101,41.6699075,44.6337291,1340.1,-6.3,5.3,38,588172.81,-19154.68,31.8
2016-06-21T04:00:25Z,1466481625,101,41.6716095,44.635297,1358.52,-6.1,5.2,37.7,588289.12,-18966.04,31.5
2016-06-21T04:00:26Z,1466481626,101,41.6732936,44.6368629,1376.38,-5.6,4.8,37.4,588404.06,-18777.76,31.3
2016-06-21T04:00:27Z,1466481627,101,41.674974,44.6384382,1393.42,-6.3,5,37.2,588518.56,-18588.47,31.1
2016-06-21T04:00:28Z,1466481628,101,41.6766312,44.6400076,1410.63,-6.3,5.3,36.9,588631.31,-18400.04,30.8
2016-06-21T04:00:29Z,1466481629,101,41.678291,44.6415964,1428.68,-5.8,5.2,36.6,588744.06,-18209.41,30.4
2016-06-21T04:00:30Z,1466481630,101,41.6799355,44.6431855,1446.71,-5,5,36.4,588855.56,-18018.89,30.2
2016-06-21T04:00:31Z,1466481631,101,41.6815666,44.6447828,1464.03,-5.9,4.9,35.5,588965.88,-17827.56,29.3
2016-06-21T04:00:32Z,1466481632,101,41.6831682,44.6464138,1481.15,-2.2,5.2,35,589073.44,-17632.75,28.8
2016-06-21T04:00:33Z,1466481633,101,41.684752,44.6480311,1499.01,-1.4,5.4,35,589179.81,-17439.6,28.8
2016-06-21T04:00:34Z,1466481634,101,41.6863389,44.649651,1517.36,0,5.2,35,589286.31,-17246.13,28.8
2016-06-21T04:00:35Z,1466481635,101,41.6879184,44.6512616,1535.34,6.5,5.3,35.1,589392.31,-17053.76,28.9
2016-06-21T04:00:36Z,1466481636,101,41.6895186,44.6528736,1553.81,14.2,5.7,35.7,589500,-16861.04,29.5
2016-06-21T04:00:37Z,1466481637,101,41.6911574,44.6544827,1573.36,16.4,5.8,36.5,589610.75,-16668.33,30.3
2016-06-21T04:00:38Z,1466481638,101,41.6928114,44.6560627,1593.04,15.7,5.6,37.2,589723.06,-16478.71,31
2016-06-21T04:00:39Z,1466481639,101,41.694484,44.6576224,1612.04,14.2,5.1,37.8,589837,-16291.19,31.6
2016-06-21T04:00:40Z,1466481640,101,41.6961982,44.6591872,1630.28,9.8,5.3,38.5,589954.31,-16102.74,32.3
2016-06-21T04:00:41Z,1466481641,101,41.6979385,44.6607173,1648.27,5.3,5.4,39.4,590074,-15917.93,33.2
2016-06-21T04:00:42Z,1466481642,101,41.69969,44.6622444,1666.8,1.7,5.4,39.4,590194.56,-15733.35,33.2
2016-06-21T04:00:43Z,1466481643,101,41.7014461,44.6637761,1685.38,-4,5.6,39.2,590315.5,-15548.21,33
2016-06-21T04:00:44Z,1466481644,101,41.7031973,44.6653088,1704.52,2.7,5.9,39.3,590436.06,-15363.01,33.1
2016-06-21T04:00:45Z,1466481645,101,41.7049435,44.6668302,1724.69,4.8,6,39.5,590556.31,-15179.1,33.3
2016-06-21T04:00:46Z,1466481646,101,41.7067109,44.6683589,1745.46,5,5.8,39.7,590678.12,-14994.19,33.5
2016-06-21T04:00:47Z,1466481647,101,41.7084831,44.6698744,1765.55,6.1,5.6,40.5,590800.44,-14810.7,34.3
2016-06-21T04:00:48Z,1466481648,101,41.7103014,44.6713667,1785.11,3.1,5.9,41.2,590926.75,-14629.4,35
2016-06-21T04:00:49Z,1466481649,101,41.7121141,44.6728463,1805.22,1.7,6,41.2,591052.75,-14449.55,35
