ISO time,Unix time,Id,Longitude,Latitude,Altitude,Roll,Pitch,Yaw,U,V,Heading
2023-05-12T08:05:01Z,1683878701,101,41.9373136,41.938713,1995.62,0,3.7,79,641676.38,-316341.5,73
2023-05-12T08:05:02Z,1683878702,101,41.9385924,41.9389104,1991.26,0.1,5.3,79,641780.19,-316308.41,73
2023-05-12T08:05:03Z,1683878703,101,41.9399178,41.9391145,1987.89,0.2,5.9,79,641887.81,-316274.16,73
2023-05-12T08:05:04Z,1683878704,101,41.9412793,41.9393234,1986.04,0.2,5.9,79.1,641998.38,-316239.06,73
2023-05-12T08:05:05Z,1683878705,101,41.9426976,41.9395402,1985.53,0.3,5.7,79.1,642113.56,-316202.59,73
2023-05-12T08:05:06Z,1683878706,101,41.9441794,41.9397657,1986.06,0.3,5.3,79.1,642233.94,-316164.56,73
2023-05-12T08:05:07Z,1683878707,101,41.9457403,41.9400022,1987.31,0.3,4.7,79.1,642360.69,-316124.66,73.1
2023-05-12T08:05:08Z,1683878708,101,41.9473632,41.9402473,1988.94,-2.6,4.3,79.1,642492.5,-316083.22,73
2023-05-12T08:05:09Z,1683878709,101,41.9490595,41.9405065,1990.71,-4,3.8,78.8,642630.31,-316039.56,72.8
2023-05-12T08:05:10Z,1683878710,101,41.9508327,41.9407834,1992.45,-4.7,3.3,78.5,642774.19,-315993.31,72.5
2023-05-12T08:05:11Z,1683878711,101,41.9526778,41.9410783,1994.05,-4.8,3,78.3,642923.94,-315944.41,72.2
2023-05-12T08:05:12Z,1683878712,101,41.9546014,41.9413927,1995.45,-4.5,2.6,78,643079.88,-315892.66,71.9
2023-05-12T08:05:13Z,1683878713,101,41.9565887,41.941723,1996.61,-2.3,2.3,78,643240.94,-315838.56,71.9
2023-05-12T08:05:14Z,1683878714,101,41.9586479,41.9420542,1997.59,-0.7,2,78.4,643408,-315783.72,72.3
2023-05-12T08:05:15Z,1683878715,101,41.9607949,41.9423954,1998.36,0.1,1.8,78.4,643582.12,-315727,72.3
2023-05-12T08:05:16Z,1683878716,101,41.9629945,41.9427426,1998.93,0.1,1.5,78.5,643760.62,-315669.16,72.4
2023-05-12T08:05:17Z,1683878717,101,41.9652947,41.9431026,1999.35,0.2,1.3,78.6,643947.38,-315609.03,72.5
2023-05-12T08:05:18Z,1683878718,101,41.9676596,41.943471,1999.63,0.9,1.2,78.6,644139.31,-315547.38,72.5
2023-05-12T08:05:19Z,1683878719,101,41.9700869,41.9438471,1999.83,2.4,1,78.7,644336.38,-315484.31,72.6
2023-05-12T08:05:20Z,1683878720,101,41.9726041,41.9442331,1999.95,2.9,0.9,78.8,644540.75,-315419.34,72.8
